timestamp,ticker,ask,avg_fair_prb,edge,buy_direction,tp,sl,kelly,optimal_bet,num_contracts,ev
2025-12-31T05:06:25.392156Z,KXNCAAMBGAME-25DEC16BELEVAN-EVAN,0.19,0.2076,1.7600000000000005,yes,0.31,0.09,0.09383673469387756,37.53,197.0,2.4122000000000017
2025-12-31T05:06:25.392517Z,KXNCAAMBGAME-25DEC16UTRGVLAM-UTRGV,0.6,0.6189,1.8900000000000028,no,0.72,0.5,0.31473507148864655,125.89,209.0,2.240100000000008
2025-12-31T05:06:25.392686Z,KXNCAAMBGAME-25DEC16SHUMASSL-MASSL,0.57,0.5872999999999999,1.7299999999999982,no,0.69,0.47,0.2774194373401532,110.97,194.0,1.726199999999996
2025-12-31T05:06:25.392816Z,KXNCAAMBGAME-25DEC16MTSTCP-MTST,0.55,0.5875,3.749999999999998,yes,0.69,0.45,0.49500000000000033,198.0,360.0,10.479999999999999
2025-12-31T05:06:25.392929Z,KXNCAAMBGAME-25DEC16MRSTGT-MRST,0.29,0.3003,1.0300000000000031,yes,0.4,0.19,0.08936627379873094,35.75,123.0,0.38690000000000224
2025-12-31T05:06:25.393035Z,KXNCAAMBGAME-25DEC16ORUMOSU-ORU,0.33,0.3435,1.3500000000000012,yes,0.44,0.23,0.1295286343612337,51.81,157.0,0.9245000000000041
2025-12-31T05:06:25.393145Z,KXNCAAMBGAME-25DEC16UALRMORE-UALR,0.41,0.4275,1.7500000000000016,yes,0.53,0.31,0.2015106382978724,80.6,196.0,1.8000000000000016
