ticker,yes_bid,yes_ask,team,points,market,start_time,odds_team,odds_home_team,odds_away_team,avg_fair_prb,point,raw_kelly,real_kelly,optimal_bet,num_contracts,trading_cost,profit,ev
KXNCAAMBSPREAD-25NOV25FAUGMU-FAU5,0.15,0.22,Florida Atlantic,5.5,spreads,2025-11-25 18:30:38 CST,Florida Atlantic Owls,Florida Atlantic Owls,George Mason Patriots,0.505,5.5,0.215337838076337,0.215337838076337,131.59295284844956,877.0,1.96,743.4899999999999,310.32
KXNCAAMBSPREAD-25NOV25NCSTBSU-BSU6,0.03,0.5,Boise St,6.5,spreads,2025-11-25 13:30:17 CST,Boise State Broncos,Boise State Broncos,NC State Wolfpack,0.5118,6.5,0.18415596694876946,0.18415596694876946,112.53771140239301,3751.0,1.92,3636.5499999999997,1806.25
KXNCAAMBSPREAD-25NOV25MISSIOWA-MISS4,0.2,0.39,Ole Miss,4.5,spreads,2025-11-25 20:30:00 CST,Ole Miss Rebels,Iowa Hawkeyes,Ole Miss Rebels,0.4966,4.5,0.15683008930538328,0.15683008930538328,95.83886757451972,479.0,1.35,381.85,141.38
KXNCAAMBSPREAD-25NOV25NDRUTG-RUTG6,0.03,0.4,Rutgers,6.5,spreads,2025-11-25 12:00:00 CST,Rutgers Scarlet Knights,Rutgers Scarlet Knights,Notre Dame Fighting Irish,0.521,6.5,0.21378623980038888,0.21378623980038888,130.64477114201765,4354.0,2.22,4221.16,2136.65
