ticker,yes_bid,yes_ask,team,points,market,start_time,odds_team,odds_home_team,odds_away_team,avg_fair_prb,point,raw_kelly,real_kelly,optimal_bet,num_contracts,trading_cost,profit,ev
KXNCAAMBSPREAD-25NOV26BAYSDSU-SDSU1,0.41,0.45,San Diego St,1.5,spreads,2025-11-26 21:30:00 CST,San Diego St Aztecs,San Diego St Aztecs,Baylor Bears,0.4862,1.5,0.09859649122807021,0.09859649122807021,4.92982456140351,12.0,0.06,7.020000000000001,0.88
