timestamp,ticker,title,status,market_type,yes_bid,yes_ask,yes_ask2,no_bid,no_ask,no_ask2,yes_spread,no_spread,yes_depth,no_depth,liquidity_dollars,volume_24h
2025-10-21T15:24:26.260471Z,KXNBA-26-MIA,Will the Miami win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,26,2145807.08,0.0
2025-10-21T15:24:26.331428Z,KXNBA-26-PHX,Will the Phoenix win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2143851.21,333.0
2025-10-21T15:24:26.402423Z,KXNBA-26-DET,Will the Detroit win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,2128562.54,1802.0
2025-10-21T15:24:26.473970Z,KXNBA-26-BOS,Will the Boston win the 2026 Pro Basketball Finals?,active,binary,0.01,0.03,,0.97,0.99,,0.02,0.02,1,29,2127699.68,5485.0
2025-10-21T15:24:26.546299Z,KXNBA-26-MEM,Will the Memphis win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2127178.56,25.0
2025-10-21T15:24:26.626619Z,KXNBA-26-TOR,Will the Toronto win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2127029.17,0.0
2025-10-21T15:24:26.700194Z,KXNBA-26-SAC,Will the Sacramento win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2126932.67,0.0
2025-10-21T15:24:26.770020Z,KXNBA-26-UTA,Will the Utah win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,29,2126065.07,0.0
2025-10-21T15:24:26.832458Z,KXNBA-26-WAS,Will the Washington win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2125045.08,0.0
2025-10-21T15:24:26.896912Z,KXNBA-26-IND,Will the Indiana win the 2026 Pro Basketball Finals?,active,binary,0.0,0.02,,0.98,1.0,,0.02,0.02,0,28,2121544.66,31.0
2025-10-21T15:24:26.970420Z,KXNBA-26-CHI,Will the Chicago win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2119603.82,0.0
2025-10-21T15:24:27.034425Z,KXNBA-26-CHA,Will the Charlotte win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,21,2105746.93,0.0
2025-10-21T15:24:27.108967Z,KXNBA-26-DEN,Will the Denver win the 2026 Pro Basketball Finals?,active,binary,0.14,0.15,,0.85,0.86,,0.01,0.01,13,28,1839787.61,19798.0
2025-10-21T15:24:27.179513Z,KXNBA-26-CLE,Will the Cleveland win the 2026 Pro Basketball Finals?,active,binary,0.1,0.11,,0.89,0.9,,0.01,0.01,10,31,1734715.1,13272.0
2025-10-21T15:24:27.248666Z,KXNBA-26-HOU,Will the Houston win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,28,1271386.9,7884.0
2025-10-21T15:24:42.432180Z,KXNBA-26-NYK,Will the New York win the 2026 Pro Basketball Finals?,active,binary,0.06,0.09,,0.91,0.94,,0.03,0.03,6,32,5583964.09,78815.0
2025-10-21T15:24:42.521808Z,KXNBA-26-ORL,Will the Orlando win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,32,4849841.86,3205.0
2025-10-21T15:24:42.593068Z,KXNBA-26-LAL,Will the Los Angeles L win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,30,4743535.98,12982.0
2025-10-21T15:24:42.664820Z,KXNBA-26-OKC,Will the Oklahoma City win the 2026 Pro Basketball Finals?,active,binary,0.28,0.29,,0.71,0.72,,0.01,0.01,21,26,4622401.42,16742.0
2025-10-21T15:24:42.739213Z,KXNBA-26-MIN,Will the Minnesota win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,33,4557899.92,4324.0
2025-10-21T15:24:42.813137Z,KXNBA-26-LAC,Will the Los Angeles C win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,29,4493207.35,2160.0
2025-10-21T15:24:42.882408Z,KXNBA-26-DEN,Will the Denver win the 2026 Pro Basketball Finals?,active,binary,0.14,0.15,,0.85,0.86,,0.01,0.01,13,28,3929787.61,19798.0
2025-10-21T15:24:42.951689Z,KXNBA-26-CLE,Will the Cleveland win the 2026 Pro Basketball Finals?,active,binary,0.1,0.11,,0.89,0.9,,0.01,0.01,10,31,3824715.1,13272.0
2025-10-21T15:24:51.681630Z,KXNBA-26-GSW,Will the Golden State win the 2026 Pro Basketball Finals?,active,binary,0.05,0.06,,0.94,0.95,,0.01,0.01,5,29,3818988.41,9153.0
2025-10-21T15:24:51.761602Z,KXNBA-26-DAL,Will the Dallas win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,30,3779628.62,6873.0
2025-10-21T15:24:51.837817Z,KXNBA-26-PHI,Will the Philadelphia win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,31,3490242.06,1900.0
2025-10-21T15:24:51.914576Z,KXNBA-26-SAS,Will the San Antonio win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,30,3371691.97,30907.0
2025-10-21T15:24:51.992912Z,KXNBA-26-HOU,Will the Houston win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,28,3361386.9,7884.0
2025-10-21T15:24:52.071747Z,KXNBA-26-MIL,Will the Milwaukee win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3321653.52,13061.0
2025-10-21T15:24:52.149302Z,KXNBA-26-ATL,Will the Atlanta win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,28,3259103.88,2100.0
2025-10-21T15:24:52.261920Z,KXNBA-26-DET,Will the Detroit win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3213562.54,1802.0
2025-10-21T15:24:52.341164Z,KXNBA-26-BOS,Will the Boston win the 2026 Pro Basketball Finals?,active,binary,0.01,0.03,,0.97,0.99,,0.02,0.02,1,29,3212699.68,5485.0
2025-10-21T15:24:52.427725Z,KXNBA-26-NOP,Will the New Orleans win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,30,2305366.51,3740.0
2025-10-21T15:24:52.517175Z,KXNBA-26-BKN,Will the Brooklyn win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,30,2252142.72,0.0
2025-10-21T15:24:52.612248Z,KXNBA-26-MIA,Will the Miami win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,26,2220807.08,0.0
2025-10-21T15:24:52.687119Z,KXNBA-26-POR,Will the Portland win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2208722.88,0.0
2025-10-21T15:24:52.771204Z,KXNBA-26-MEM,Will the Memphis win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2202178.56,25.0
2025-10-21T15:24:52.853974Z,KXNBA-26-PHX,Will the Phoenix win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2198851.21,333.0
2025-10-21T15:24:52.935454Z,KXNBA-26-IND,Will the Indiana win the 2026 Pro Basketball Finals?,active,binary,0.0,0.02,,0.98,1.0,,0.02,0.02,0,28,2196544.66,31.0
2025-10-21T15:24:53.008961Z,KXNBA-26-TOR,Will the Toronto win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2182029.17,0.0
2025-10-21T15:24:53.085970Z,KXNBA-26-SAC,Will the Sacramento win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2181932.67,0.0
2025-10-21T15:24:53.158921Z,KXNBA-26-UTA,Will the Utah win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,29,2181065.07,0.0
2025-10-21T15:24:53.226312Z,KXNBA-26-WAS,Will the Washington win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2180045.08,0.0
2025-10-21T15:24:53.303840Z,KXNBA-26-CHI,Will the Chicago win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2174603.82,0.0
2025-10-21T15:24:53.373012Z,KXNBA-26-CHA,Will the Charlotte win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,21,2160746.93,0.0
2025-10-21T15:25:08.528262Z,KXNBA-26-NYK,Will the New York win the 2026 Pro Basketball Finals?,active,binary,0.06,0.09,,0.91,0.94,,0.03,0.03,6,32,5583964.09,78815.0
2025-10-21T15:25:08.602453Z,KXNBA-26-ORL,Will the Orlando win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,32,4849841.86,3205.0
2025-10-21T15:25:08.673570Z,KXNBA-26-LAL,Will the Los Angeles L win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,30,4743535.98,12982.0
2025-10-21T15:25:08.744626Z,KXNBA-26-OKC,Will the Oklahoma City win the 2026 Pro Basketball Finals?,active,binary,0.28,0.29,,0.71,0.72,,0.01,0.01,21,26,4622401.42,16742.0
2025-10-21T15:25:08.811031Z,KXNBA-26-MIN,Will the Minnesota win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,33,4557899.92,4324.0
2025-10-21T15:25:08.880791Z,KXNBA-26-LAC,Will the Los Angeles C win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,29,4493207.35,2160.0
2025-10-21T15:25:08.948340Z,KXNBA-26-DEN,Will the Denver win the 2026 Pro Basketball Finals?,active,binary,0.14,0.15,,0.85,0.86,,0.01,0.01,13,28,3929787.61,19798.0
2025-10-21T15:25:09.018328Z,KXNBA-26-CLE,Will the Cleveland win the 2026 Pro Basketball Finals?,active,binary,0.1,0.11,,0.89,0.9,,0.01,0.01,10,31,3824713.89,13272.0
2025-10-21T15:25:09.104376Z,KXNBA-26-GSW,Will the Golden State win the 2026 Pro Basketball Finals?,active,binary,0.05,0.06,,0.94,0.95,,0.01,0.01,5,29,3818988.41,9153.0
2025-10-21T15:25:09.171796Z,KXNBA-26-DAL,Will the Dallas win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,30,3779628.62,6873.0
2025-10-21T15:25:09.234664Z,KXNBA-26-PHI,Will the Philadelphia win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,31,3490242.06,1900.0
2025-10-21T15:25:09.305778Z,KXNBA-26-SAS,Will the San Antonio win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,30,3371691.97,30907.0
2025-10-21T15:25:09.385377Z,KXNBA-26-HOU,Will the Houston win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,28,3361386.9,7884.0
2025-10-21T15:25:09.465747Z,KXNBA-26-MIL,Will the Milwaukee win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3321653.52,13061.0
2025-10-21T15:25:09.583647Z,KXNBA-26-ATL,Will the Atlanta win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,28,3259103.88,2100.0
2025-10-21T15:25:09.650841Z,KXNBA-26-DET,Will the Detroit win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3213562.54,1802.0
2025-10-21T15:25:09.716482Z,KXNBA-26-BOS,Will the Boston win the 2026 Pro Basketball Finals?,active,binary,0.01,0.03,,0.97,0.99,,0.02,0.02,1,29,3212699.68,5485.0
2025-10-21T15:25:09.781716Z,KXNBA-26-NOP,Will the New Orleans win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,30,2305366.51,3740.0
2025-10-21T15:25:09.852522Z,KXNBA-26-BKN,Will the Brooklyn win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,30,2252142.72,0.0
2025-10-21T15:25:09.925294Z,KXNBA-26-MIA,Will the Miami win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,26,2220807.08,0.0
2025-10-21T15:25:10.001960Z,KXNBA-26-POR,Will the Portland win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2208722.88,0.0
2025-10-21T15:25:10.092350Z,KXNBA-26-MEM,Will the Memphis win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2202178.56,25.0
2025-10-21T15:25:10.170680Z,KXNBA-26-PHX,Will the Phoenix win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2198851.21,333.0
2025-10-21T15:25:10.506371Z,KXNBA-26-IND,Will the Indiana win the 2026 Pro Basketball Finals?,active,binary,0.0,0.02,,0.98,1.0,,0.02,0.02,0,28,2196544.66,31.0
2025-10-21T15:25:10.581165Z,KXNBA-26-TOR,Will the Toronto win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2182029.17,0.0
2025-10-21T15:25:10.673318Z,KXNBA-26-SAC,Will the Sacramento win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2181932.67,0.0
2025-10-21T15:25:10.749140Z,KXNBA-26-UTA,Will the Utah win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,29,2181065.07,0.0
2025-10-21T15:25:10.837941Z,KXNBA-26-WAS,Will the Washington win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2180045.08,0.0
2025-10-21T15:25:10.912860Z,KXNBA-26-CHI,Will the Chicago win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2174603.82,0.0
2025-10-21T15:25:10.978105Z,KXNBA-26-CHA,Will the Charlotte win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,21,2160746.93,0.0
2025-10-21T15:25:26.122412Z,KXNBA-26-NYK,Will the New York win the 2026 Pro Basketball Finals?,active,binary,0.06,0.09,,0.91,0.94,,0.03,0.03,6,32,5583964.09,78815.0
2025-10-21T15:25:26.197796Z,KXNBA-26-ORL,Will the Orlando win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,32,4849841.86,3205.0
2025-10-21T15:25:26.275593Z,KXNBA-26-LAL,Will the Los Angeles L win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,30,4743535.98,12982.0
2025-10-21T15:25:26.347035Z,KXNBA-26-OKC,Will the Oklahoma City win the 2026 Pro Basketball Finals?,active,binary,0.28,0.29,,0.71,0.72,,0.01,0.01,21,26,4622401.42,16742.0
2025-10-21T15:25:26.421085Z,KXNBA-26-MIN,Will the Minnesota win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,33,4557899.92,4324.0
2025-10-21T15:25:26.491474Z,KXNBA-26-LAC,Will the Los Angeles C win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,29,4493207.35,2160.0
2025-10-21T15:25:26.569400Z,KXNBA-26-DEN,Will the Denver win the 2026 Pro Basketball Finals?,active,binary,0.14,0.15,,0.85,0.86,,0.01,0.01,13,28,3929787.61,19798.0
2025-10-21T15:25:26.643529Z,KXNBA-26-CLE,Will the Cleveland win the 2026 Pro Basketball Finals?,active,binary,0.1,0.11,,0.89,0.9,,0.01,0.01,10,31,3824713.89,13272.0
2025-10-21T15:25:26.712137Z,KXNBA-26-GSW,Will the Golden State win the 2026 Pro Basketball Finals?,active,binary,0.05,0.06,,0.94,0.95,,0.01,0.01,5,29,3818988.41,9153.0
2025-10-21T15:25:26.784349Z,KXNBA-26-DAL,Will the Dallas win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,30,3779628.62,6873.0
2025-10-21T15:25:26.863403Z,KXNBA-26-PHI,Will the Philadelphia win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,31,3490242.06,1900.0
2025-10-21T15:25:26.934833Z,KXNBA-26-SAS,Will the San Antonio win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,30,3371691.97,30907.0
2025-10-21T15:25:27.002271Z,KXNBA-26-HOU,Will the Houston win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,28,3361386.9,7884.0
2025-10-21T15:25:27.064605Z,KXNBA-26-MIL,Will the Milwaukee win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3321653.52,13061.0
2025-10-21T15:25:27.124383Z,KXNBA-26-ATL,Will the Atlanta win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,28,3259103.88,2100.0
2025-10-21T15:25:27.192993Z,KXNBA-26-DET,Will the Detroit win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3213562.54,1802.0
2025-10-21T15:25:27.266270Z,KXNBA-26-BOS,Will the Boston win the 2026 Pro Basketball Finals?,active,binary,0.01,0.03,,0.97,0.99,,0.02,0.02,1,29,3212699.68,5485.0
2025-10-21T15:25:27.330419Z,KXNBA-26-NOP,Will the New Orleans win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,30,2305366.51,3740.0
2025-10-21T15:25:27.397361Z,KXNBA-26-BKN,Will the Brooklyn win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,30,2252142.72,0.0
2025-10-21T15:25:27.478994Z,KXNBA-26-MIA,Will the Miami win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,26,2220807.08,0.0
2025-10-21T15:25:27.554265Z,KXNBA-26-POR,Will the Portland win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2208722.88,0.0
2025-10-21T15:25:27.628958Z,KXNBA-26-MEM,Will the Memphis win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2202178.56,25.0
2025-10-21T15:25:27.700592Z,KXNBA-26-PHX,Will the Phoenix win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2198851.21,333.0
2025-10-21T15:25:27.772873Z,KXNBA-26-IND,Will the Indiana win the 2026 Pro Basketball Finals?,active,binary,0.0,0.02,,0.98,1.0,,0.02,0.02,0,28,2196544.66,31.0
2025-10-21T15:25:27.842567Z,KXNBA-26-TOR,Will the Toronto win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2182029.17,0.0
2025-10-21T15:25:27.915041Z,KXNBA-26-SAC,Will the Sacramento win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2181932.67,0.0
2025-10-21T15:25:27.988315Z,KXNBA-26-UTA,Will the Utah win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,29,2181065.07,0.0
2025-10-21T15:25:28.065420Z,KXNBA-26-WAS,Will the Washington win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,28,2180045.08,0.0
2025-10-21T15:25:28.142482Z,KXNBA-26-CHI,Will the Chicago win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,27,2174603.82,0.0
2025-10-21T15:25:28.215478Z,KXNBA-26-CHA,Will the Charlotte win the 2026 Pro Basketball Finals?,active,binary,0.0,0.01,,0.99,1.0,,0.01,0.01,0,21,2160746.93,0.0
2025-10-21T15:25:43.431776Z,KXNBA-26-NYK,Will the New York win the 2026 Pro Basketball Finals?,active,binary,0.06,0.09,,0.91,0.94,,0.03,0.03,6,32,5583964.09,78815.0
2025-10-21T15:25:43.505150Z,KXNBA-26-ORL,Will the Orlando win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,32,4849841.86,3205.0
2025-10-21T15:25:43.577166Z,KXNBA-26-LAL,Will the Los Angeles L win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,30,4743535.98,12982.0
2025-10-21T15:25:43.650728Z,KXNBA-26-OKC,Will the Oklahoma City win the 2026 Pro Basketball Finals?,active,binary,0.28,0.29,,0.71,0.72,,0.01,0.01,21,26,4622400.26,16742.0
2025-10-21T15:25:43.732394Z,KXNBA-26-MIN,Will the Minnesota win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,33,4557899.92,4324.0
2025-10-21T15:25:43.809089Z,KXNBA-26-LAC,Will the Los Angeles C win the 2026 Pro Basketball Finals?,active,binary,0.04,0.05,,0.95,0.96,,0.01,0.01,4,29,4493207.35,2160.0
2025-10-21T15:25:43.882116Z,KXNBA-26-DEN,Will the Denver win the 2026 Pro Basketball Finals?,active,binary,0.14,0.15,,0.85,0.86,,0.01,0.01,13,28,3929787.61,19798.0
2025-10-21T15:25:43.951120Z,KXNBA-26-CLE,Will the Cleveland win the 2026 Pro Basketball Finals?,active,binary,0.1,0.11,,0.89,0.9,,0.01,0.01,10,31,3824713.89,13272.0
2025-10-21T15:25:44.019915Z,KXNBA-26-GSW,Will the Golden State win the 2026 Pro Basketball Finals?,active,binary,0.05,0.06,,0.94,0.95,,0.01,0.01,5,29,3818988.41,9153.0
2025-10-21T15:25:44.095357Z,KXNBA-26-DAL,Will the Dallas win the 2026 Pro Basketball Finals?,active,binary,0.03,0.04,,0.96,0.97,,0.01,0.01,3,30,3779628.62,6873.0
2025-10-21T15:25:44.169358Z,KXNBA-26-PHI,Will the Philadelphia win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,31,3490242.06,1900.0
2025-10-21T15:25:44.266073Z,KXNBA-26-SAS,Will the San Antonio win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,30,3371691.97,30907.0
2025-10-21T15:25:44.331227Z,KXNBA-26-HOU,Will the Houston win the 2026 Pro Basketball Finals?,active,binary,0.06,0.07,,0.93,0.94,,0.01,0.01,6,28,3361386.9,7884.0
2025-10-21T15:25:44.401608Z,KXNBA-26-MIL,Will the Milwaukee win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3321653.52,13061.0
2025-10-21T15:25:44.470681Z,KXNBA-26-ATL,Will the Atlanta win the 2026 Pro Basketball Finals?,active,binary,0.02,0.03,,0.97,0.98,,0.01,0.01,2,28,3259103.88,2100.0
2025-10-21T15:25:44.570715Z,KXNBA-26-DET,Will the Detroit win the 2026 Pro Basketball Finals?,active,binary,0.01,0.02,,0.98,0.99,,0.01,0.01,1,29,3213562.54,1802.0
