timestamp,ticker,title,status,market_type,event_start_time,yes_bid,yes_ask,no_bid,no_ask,liquidity_dollars,volume_24h,odds_home_team,odds_away_team,odds_start_time,odds_market_type,odds_team,odds_price,odds_point,odds_last_fetch_time
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14NYKSAC-SAC,New York at Sacramento Winner?,active,binary,,0.19,0.2,0.8,0.81,3551561.19,393700.0,Sacramento Kings,New York Knicks,2026-01-14 22:10:00 EST,h2h,Sacramento Kings,4.806,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14NYKSAC-NYK,New York at Sacramento Winner?,active,binary,,0.8,0.81,0.19,0.2,4025811.21,198717.0,Sacramento Kings,New York Knicks,2026-01-14 22:10:00 EST,h2h,New York Knicks,1.2109999999999999,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14WASLAC-WAS,Washington at Los Angeles C Winner?,active,binary,,0.19,0.2,0.8,0.81,2730827.2,206698.0,Los Angeles Clippers,Washington Wizards,2026-01-14 22:40:00 EST,h2h,Washington Wizards,4.678000000000001,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14WASLAC-LAC,Washington at Los Angeles C Winner?,active,binary,,0.8,0.81,0.19,0.2,2808868.38,62965.0,Los Angeles Clippers,Washington Wizards,2026-01-14 22:40:00 EST,h2h,Los Angeles Clippers,1.211,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14DENDAL-DEN,Denver at Dallas Winner?,active,binary,,0.45,0.46,0.54,0.55,3847938.24,283460.0,Dallas Mavericks,Denver Nuggets,2026-01-14 21:40:00 EST,h2h,Denver Nuggets,2.1810000000000005,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14DENDAL-DAL,Denver at Dallas Winner?,active,binary,,0.55,0.56,0.44,0.45,3906660.63,181781.0,Dallas Mavericks,Denver Nuggets,2026-01-14 21:40:00 EST,h2h,Dallas Mavericks,1.74,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14UTACHI-UTA,Utah at Chicago Winner?,active,binary,,0.36,0.37,0.63,0.64,3036163.42,147173.0,Chicago Bulls,Utah Jazz,2026-01-14 20:10:00 EST,h2h,Utah Jazz,2.6209999999999996,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14UTACHI-CHI,Utah at Chicago Winner?,active,binary,,0.63,0.64,0.36,0.37,3017885.22,152182.0,Chicago Bulls,Utah Jazz,2026-01-14 20:10:00 EST,h2h,Chicago Bulls,1.544,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14BKNNOP-NOP,Brooklyn at New Orleans Winner?,active,binary,,0.52,0.53,0.47,0.48,3767116.34,101058.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14BKNNOP-BKN,Brooklyn at New Orleans Winner?,active,binary,,0.47,0.49,0.51,0.53,3824995.07,49318.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14TORIND-TOR,Toronto at Indiana Winner?,active,binary,,0.46,0.47,0.53,0.54,3784110.81,759388.0,Indiana Pacers,Toronto Raptors,2026-01-14 19:10:00 EST,h2h,Toronto Raptors,2.0709999999999997,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14TORIND-IND,Toronto at Indiana Winner?,active,binary,,0.52,0.53,0.47,0.48,3539978.38,291262.0,Indiana Pacers,Toronto Raptors,2026-01-14 19:10:00 EST,h2h,Indiana Pacers,1.826,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14CLEPHI-PHI,Cleveland at Philadelphia Winner?,active,binary,,0.5,0.51,0.49,0.5,4665400.01,637963.0,Philadelphia 76ers,Cleveland Cavaliers,2026-01-14 19:10:00 EST,h2h,Philadelphia 76ers,1.907,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBAGAME-26JAN14CLEPHI-CLE,Cleveland at Philadelphia Winner?,active,binary,,0.49,0.5,0.5,0.51,4619628.9,359406.0,Philadelphia 76ers,Cleveland Cavaliers,2026-01-14 19:10:00 EST,h2h,Cleveland Cavaliers,1.979,,2026-01-14T18:28:14.592841-05:00
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DEN8,Denver wins by over 8.5 Points?,active,binary,,0.21,0.25,0.75,0.79,8812.21,119.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DEN5,Denver wins by over 5.5 Points?,active,binary,,0.29,0.32,0.68,0.71,14464.97,471.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DEN2,Denver wins by over 2.5 Points?,active,binary,,0.38,0.41,0.59,0.62,14124.59,1147.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DEN14,Denver wins by over 14.5 Points?,active,binary,,0.11,0.13,0.87,0.89,9972.56,261.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DEN11,Denver wins by over 11.5 Points?,active,binary,,0.15,0.18,0.82,0.85,10071.5,2072.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DAL7,Dallas wins by over 7.5 Points?,active,binary,,0.31,0.34,0.66,0.69,14886.23,289.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DAL4,Dallas wins by over 4.5 Points?,active,binary,,0.41,0.44,0.56,0.59,34947.29,6508.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DAL16,Dallas wins by over 16.5 Points?,active,binary,,0.13,0.15,0.85,0.87,10038.73,640.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DAL13,Dallas wins by over 13.5 Points?,active,binary,,0.18,0.21,0.79,0.82,9179.13,31.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DAL10,Dallas wins by over 10.5 Points?,active,binary,,0.25,0.29,0.71,0.75,8917.02,1676.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14DENDAL-DAL1,Dallas wins by over 1.5 Points?,active,binary,,0.53,0.55,0.45,0.47,39117.42,24964.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-UTA7,Utah wins by over 7.5 Points?,active,binary,,0.19,0.2,0.8,0.81,1586244.23,861.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-UTA4,Utah wins by over 4.5 Points?,active,binary,,0.27,0.28,0.72,0.73,1783289.11,1678.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-UTA13,Utah wins by over 13.5 Points?,active,binary,,0.07,0.09,0.91,0.93,2232809.55,4718.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-UTA10,Utah wins by over 10.5 Points?,active,binary,,0.14,0.15,0.85,0.86,1944916.83,729.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-UTA1,Utah wins by over 1.5 Points?,active,binary,,0.34,0.36,0.64,0.66,1811069.74,13468.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-CHI8,Chicago wins by over 8.5 Points?,active,binary,,0.35,0.37,0.63,0.65,1789315.63,2992.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-CHI5,Chicago wins by over 5.5 Points?,active,binary,,0.46,0.48,0.52,0.54,1866035.43,18872.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-CHI2,Chicago wins by over 2.5 Points?,active,binary,,0.57,0.59,0.41,0.43,1967429.19,16480.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-CHI17,Chicago wins by over 17.5 Points?,active,binary,,0.15,0.16,0.84,0.85,2234025.06,0.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-CHI14,Chicago wins by over 14.5 Points?,active,binary,,0.21,0.22,0.78,0.79,1947060.77,1024.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14UTACHI-CHI11,Chicago wins by over 11.5 Points?,active,binary,,0.27,0.29,0.71,0.73,1588498.39,476.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-NOP8,New Orleans wins by over 8.5 Points?,active,binary,,0.27,0.29,0.71,0.73,1587560.69,293.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-NOP5,New Orleans wins by over 5.5 Points?,active,binary,,0.34,0.35,0.65,0.66,1789135.68,978.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-NOP2,New Orleans wins by over 2.5 Points?,active,binary,,0.44,0.46,0.54,0.56,1851469.74,1978.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-NOP14,New Orleans wins by over 14.5 Points?,active,binary,,0.15,0.16,0.84,0.85,2236548.45,189.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-NOP11,New Orleans wins by over 11.5 Points?,active,binary,,0.21,0.22,0.78,0.79,1944663.0,0.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-BKN7,Brooklyn wins by over 7.5 Points?,active,binary,,0.26,0.29,0.71,0.74,1783526.06,18.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-BKN4,Brooklyn wins by over 4.5 Points?,active,binary,,0.37,0.38,0.62,0.63,1811388.49,1181.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-BKN16,Brooklyn wins by over 16.5 Points?,active,binary,,0.11,0.12,0.88,0.89,2233911.43,53.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-BKN13,Brooklyn wins by over 13.5 Points?,active,binary,,0.14,0.16,0.84,0.86,1944353.72,0.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-BKN10,Brooklyn wins by over 10.5 Points?,active,binary,,0.2,0.21,0.79,0.8,1587806.37,150.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14BKNNOP-BKN1,Brooklyn wins by over 1.5 Points?,active,binary,,0.45,0.46,0.54,0.55,1942169.97,11828.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-SAC5,Sacramento wins by over 5.5 Points?,active,binary,,0.11,0.13,0.87,0.89,2349845.38,423.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-SAC2,Sacramento wins by over 2.5 Points?,active,binary,,0.15,0.18,0.82,0.85,2032472.5,785.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK7,New York wins by over 7.5 Points?,active,binary,,0.62,0.63,0.37,0.38,1797805.92,955.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK4,New York wins by over 4.5 Points?,active,binary,,0.7,0.72,0.28,0.3,1801224.08,3268.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK25,New York wins by over 25.5 Points?,active,binary,,0.15,0.18,0.82,0.85,2115145.98,1.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK22,New York wins by over 22.5 Points?,active,binary,,0.2,0.21,0.79,0.8,1651847.37,0.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK19,New York wins by over 19.5 Points?,active,binary,,0.24,0.28,0.72,0.76,1695172.66,1479.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK16,New York wins by over 16.5 Points?,active,binary,,0.31,0.34,0.66,0.69,1802796.19,6124.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK13,New York wins by over 13.5 Points?,active,binary,,0.4,0.42,0.58,0.6,1842881.95,7197.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK10,New York wins by over 10.5 Points?,active,binary,,0.51,0.53,0.47,0.49,2099577.5,60146.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14NYKSAC-NYK1,New York wins by over 1.5 Points?,active,binary,,0.76,0.79,0.21,0.24,1695225.86,60.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-TOR8,Toronto wins by over 8.5 Points?,active,binary,,0.25,0.26,0.74,0.75,1782520.86,2310.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-TOR5,Toronto wins by over 5.5 Points?,active,binary,,0.34,0.35,0.65,0.66,1812887.46,9769.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-TOR2,Toronto wins by over 2.5 Points?,active,binary,,0.41,0.42,0.58,0.59,2095303.54,123304.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-TOR17,Toronto wins by over 17.5 Points?,active,binary,,0.08,0.09,0.91,0.92,2232924.71,3323.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-TOR14,Toronto wins by over 14.5 Points?,active,binary,,0.13,0.14,0.86,0.87,1946119.35,354.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-TOR11,Toronto wins by over 11.5 Points?,active,binary,,0.17,0.18,0.82,0.83,1586967.33,2311.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-IND7,Indiana wins by over 7.5 Points?,active,binary,,0.29,0.32,0.68,0.71,1588581.22,1994.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-IND4,Indiana wins by over 4.5 Points?,active,binary,,0.38,0.41,0.59,0.62,1788426.47,2591.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-IND13,Indiana wins by over 13.5 Points?,active,binary,,0.17,0.18,0.82,0.83,2234882.85,745.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-IND10,Indiana wins by over 10.5 Points?,active,binary,,0.23,0.24,0.76,0.77,1943888.5,1439.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14TORIND-IND1,Indiana wins by over 1.5 Points?,active,binary,,0.49,0.51,0.49,0.51,1918831.2,16256.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-WAS4,Washington wins by over 4.5 Points?,active,binary,,0.12,0.13,0.87,0.88,2344636.53,2001.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-WAS1,Washington wins by over 1.5 Points?,active,binary,,0.18,0.22,0.78,0.82,2027532.02,20.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC8,Los Angeles C wins by over 8.5 Points?,active,binary,,0.6,0.61,0.39,0.4,1805131.23,1014.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC5,Los Angeles C wins by over 5.5 Points?,active,binary,,0.65,0.7,0.3,0.35,1796430.67,451.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC26,Los Angeles C wins by over 26.5 Points?,active,binary,,0.15,0.17,0.83,0.85,2115832.88,12.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC23,Los Angeles C wins by over 23.5 Points?,active,binary,,0.19,0.23,0.77,0.81,1647507.06,0.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC20,Los Angeles C wins by over 20.5 Points?,active,binary,,0.25,0.29,0.71,0.75,1690033.64,545.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC2,Los Angeles C wins by over 2.5 Points?,active,binary,,0.75,0.78,0.22,0.25,1690453.13,1284.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC17,Los Angeles C wins by over 17.5 Points?,active,binary,,0.3,0.34,0.66,0.7,1801743.33,28.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC14,Los Angeles C wins by over 14.5 Points?,active,binary,,0.4,0.41,0.59,0.6,1807893.95,3921.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14WASLAC-LAC11,Los Angeles C wins by over 11.5 Points?,active,binary,,0.5,0.51,0.49,0.5,2031783.12,16137.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-PHI7,Philadelphia wins by over 7.5 Points?,active,binary,,0.28,0.3,0.7,0.72,1784373.43,318.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-PHI4,Philadelphia wins by over 4.5 Points?,active,binary,,0.38,0.39,0.61,0.62,1811075.56,5318.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-PHI16,Philadelphia wins by over 16.5 Points?,active,binary,,0.09,0.11,0.89,0.91,2234392.62,1633.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-PHI13,Philadelphia wins by over 13.5 Points?,active,binary,,0.15,0.16,0.84,0.85,1944499.15,992.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-PHI10,Philadelphia wins by over 10.5 Points?,active,binary,,0.21,0.22,0.78,0.79,1588622.63,540.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-PHI1,Philadelphia wins by over 1.5 Points?,active,binary,,0.46,0.49,0.51,0.54,2079760.76,149726.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-CLE8,Cleveland wins by over 8.5 Points?,active,binary,,0.26,0.28,0.72,0.74,1589399.72,266.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-CLE5,Cleveland wins by over 5.5 Points?,active,binary,,0.33,0.36,0.64,0.67,1787942.28,1555.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-CLE2,Cleveland wins by over 2.5 Points?,active,binary,,0.42,0.44,0.56,0.58,1901475.58,5579.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-CLE14,Cleveland wins by over 14.5 Points?,active,binary,,0.14,0.15,0.85,0.86,2234550.89,1486.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNBASPREAD-26JAN14CLEPHI-CLE11,Cleveland wins by over 11.5 Points?,active,binary,,0.19,0.21,0.79,0.81,1944260.11,0.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UNLVSJSU-UNLV,UNLV at San Jose St. Winner?,active,binary,,0.96,0.97,0.03,0.04,1284887.97,1645.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UNLVSJSU-SJSU,UNLV at San Jose St. Winner?,active,binary,,0.02,0.04,0.96,0.98,1283566.79,2923.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14USUFRES-USU,Utah St. at Fresno St. Winner?,active,binary,,0.21,0.25,0.75,0.79,1612738.2,1107.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14USUFRES-FRES,Utah St. at Fresno St. Winner?,active,binary,,0.74,0.78,0.22,0.26,1613105.59,3.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14BAYUTAH-UTAH,Baylor at Utah Winner?,active,binary,,0.4,0.41,0.59,0.6,1607015.43,187.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14BAYUTAH-BAY,Baylor at Utah Winner?,active,binary,,0.59,0.61,0.39,0.41,1606456.14,992.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14ISUCOLO-ISU,Iowa St. at Colorado Winner?,active,binary,,0.56,0.61,0.39,0.44,1571651.91,2320.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14ISUCOLO-COLO,Iowa St. at Colorado Winner?,active,binary,,0.39,0.42,0.58,0.61,1571279.58,4763.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14CSUAFA-CSU,Colorado St. at Air Force Winner?,active,binary,,0.86,0.88,0.12,0.14,747813.51,1002.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14CSUAFA-AFA,Colorado St. at Air Force Winner?,active,binary,,0.13,0.15,0.85,0.87,746843.74,785.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UNDSDAK-UND,North Dakota at South Dakota Winner?,active,binary,,0.04,0.05,0.95,0.96,535354.45,3865.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UNDSDAK-SDAK,North Dakota at South Dakota Winner?,active,binary,,0.95,0.96,0.04,0.05,536825.07,1294.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UABRICE-UAB,UAB at Rice Winner?,active,binary,,0.12,0.15,0.85,0.88,437024.29,125.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UABRICE-RICE,UAB at Rice Winner?,active,binary,,0.84,0.86,0.14,0.16,436905.71,930.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14WYOBSU-WYO,Wyoming at Boise St. Winner?,active,binary,,0.12,0.14,0.86,0.88,3478732.14,148.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14WYOBSU-BSU,Wyoming at Boise St. Winner?,active,binary,,0.86,0.88,0.12,0.14,3481043.19,902.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UCLAMINN-UCLA,UCLA at Minnesota Winner?,active,binary,,0.88,0.9,0.1,0.12,1632003.8,883.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14UCLAMINN-MINN,UCLA at Minnesota Winner?,active,binary,,0.09,0.11,0.89,0.91,1589395.53,3310.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14NEVGC-NEV,Nevada at Grand Canyon Winner?,active,binary,,0.17,0.19,0.81,0.83,889786.91,2367.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14NEVGC-GC,Nevada at Grand Canyon Winner?,active,binary,,0.77,0.81,0.19,0.23,891057.08,202.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14TROYULM-ULM,Troy at Louisiana-Monroe Winner?,active,binary,,0.09,0.1,0.9,0.91,424911.59,711.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14TROYULM-TROY,Troy at Louisiana-Monroe Winner?,active,binary,,0.89,0.9,0.1,0.11,424938.49,1237.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14OKSTKU-OKST,Oklahoma St. at Kansas Winner?,active,binary,,0.7,0.73,0.27,0.3,1687969.68,359.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14OKSTKU-KU,Oklahoma St. at Kansas Winner?,active,binary,,0.25,0.31,0.69,0.75,1686787.44,1934.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14YSUWRST-YSU,Youngstown St. at Wright St. Winner?,active,binary,,0.81,0.84,0.16,0.19,833192.52,1909.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14YSUWRST-WRST,Youngstown St. at Wright St. Winner?,active,binary,,0.15,0.19,0.81,0.85,833403.92,938.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14WASHIND-WASH,Washington at Indiana Winner?,active,binary,,0.52,0.59,0.41,0.48,1625550.5,833.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14WASHIND-IND,Washington at Indiana Winner?,active,binary,,0.37,0.44,0.56,0.63,1625678.55,1524.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14FORDAV-FOR,Fordham at Davidson Winner?,active,binary,,0.03,0.04,0.96,0.97,720762.17,8990.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14FORDAV-DAV,Fordham at Davidson Winner?,active,binary,,0.96,0.97,0.03,0.04,723371.56,563.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14RICHDAY-RICH,Richmond at Dayton Winner?,active,binary,,0.92,0.95,0.05,0.08,657839.36,5.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14RICHDAY-DAY,Richmond at Dayton Winner?,active,binary,,0.07,0.09,0.91,0.93,659573.56,1522.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14DETCLEV-DET,Detroit Mercy at Cleveland St. Winner?,active,binary,,0.07,0.09,0.91,0.93,590457.32,1682.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14DETCLEV-CLEV,Detroit Mercy at Cleveland St. Winner?,active,binary,,0.92,0.94,0.06,0.08,591558.48,389.0,,,,,,,,
2026-01-14T18:28:18.016894-05:00,KXNCAAWBGAME-26JAN14WEBBRAD-WEBB,Gardner-Webb at Radford Winner?,active,binary,,0.13,0.17,0.83,0.87,796162.58,387.0,,,,,,,,
