timestamp,ticker,title,status,market_type,yes_bid,yes_bid2,yes_ask,yes_ask2,no_bid,no_bid2,no_ask,no_ask2,yes_depth,no_depth,liquidity_dollars,volume_24h
2025-10-21T04:04:42.712959Z,KXMVENFLSINGLEGAME-S2025926372D681A-D0DF297EBF6,"yes Nico Collins: 80+,yes Nick Chubb: 30+,yes Seattle wins by over 7.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1295.0
2025-10-21T04:04:42.860147Z,KXMVENFLSINGLEGAME-S202564BAAAC20ED-71D046A537B,"yes Jaxon Smith-Njigba,yes Cooper Kupp: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1294.0
2025-10-21T04:04:43.002268Z,KXMVENFLMULTIGAMEEXTENDED-S20251B4141F0F02-C26AF7B63FE,"yes Nico Collins,yes Houston",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1274.0
2025-10-21T04:04:43.139823Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-ED2AFE01F13,"yes Seattle wins by over 13.5 points,no Over 45.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1182.0
2025-10-21T04:04:43.286396Z,KXMVENFLSINGLEGAME-S202525349872D8B-5CA55D0F26D,"yes Nico Collins: 50+,yes Cooper Kupp: 50+,yes Elijah Arroyo: 40+,yes Tory Horton: 10+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1177.0
2025-10-21T04:04:43.427060Z,KXMVENFLSINGLEGAME-S202561858BB86F6-41095AF316C,"yes Sam Darnold: 250+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 80+,yes Woody Marks: 20+,yes Zach Charbonnet: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1173.0
2025-10-21T04:04:43.570469Z,KXMVENFLSINGLEGAME-S2025C15B9585F8E-033108169CD,"yes Dalton Schultz: 30+,yes Zach Charbonnet: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1034.0
2025-10-21T04:04:43.716806Z,KXMVENFLSINGLEGAME-S2025ED59EFC8675-FF3AB37EE62,"yes Nico Collins: 70+,yes AJ Barner: 10+,yes Cooper Kupp: 60+,yes Elijah Arroyo: 40+,yes Jaxon Smith-Njigba: 90+,yes Nick Chubb: 20+,yes Zach Charbonnet: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,934.0
2025-10-21T04:04:43.870944Z,KXMVENFLSINGLEGAME-S2025F8B2F43D386-C24DEEE9E3A,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,no Over 49.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,934.0
2025-10-21T04:04:44.015430Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-4C5DAE016E0,"no Seattle wins by over 14.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,853.0
2025-10-21T04:04:44.202145Z,KXMVENFLSINGLEGAME-S202544747F6E32B-821A9403644,"yes AJ Barner,yes Kenneth Walker III,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,847.0
2025-10-21T04:04:44.349496Z,KXMVENFLSINGLEGAME-S2025984C39B2928-6A8632C67D8,"yes Nick Chubb,yes Kenneth Walker III,yes Sam Darnold: 200+,yes Nick Chubb: 40+,yes Kenneth Walker III: 60+,yes Seattle wins by over 5.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,847.0
2025-10-21T04:04:44.496838Z,KXMVENFLSINGLEGAME-S2025A374ADB592D-68F67129D1B,"yes Nico Collins,no Seattle wins by over 10.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,830.0
2025-10-21T04:04:44.636202Z,KXMVENFLSINGLEGAME-S20254C39FD9B562-BB1EA2414A3,"yes Nick Chubb,yes Sam Darnold: 250+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,769.0
2025-10-21T04:04:44.782383Z,KXMVENFLSINGLEGAME-S2025C2A2EB2860D-34570A53399,"yes Cooper Kupp,yes Elijah Arroyo,yes Sam Darnold: 275+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,769.0
2025-10-21T04:04:45.025752Z,KXMVENFLSINGLEGAME-S2025185BF0B071C-0C9C7877ED7,"yes Cooper Kupp,yes Seattle,no Over 44.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,756.0
2025-10-21T04:05:08.619628Z,KXATPMATCH-25OCT21NORRUB-RUB,Will Andrey Rublev win the Norrie vs Rublev match?,active,binary,0.63,0.88,0.64,0.02,0.36,0.98,0.37,0.12,13,9,20416.41,613.0
2025-10-21T04:05:08.760458Z,KXATPMATCH-25OCT21NORRUB-NOR,Will Cameron Norrie win the Norrie vs Rublev match?,active,binary,0.36,0.88,0.37,0.02,0.63,0.98,0.64,0.12,13,11,17905.21,362.0
2025-10-21T04:05:08.917704Z,KXATPMATCH-25OCT21MPEFON-MPE,Will Giovanni Mpetshi Perricard win the Mpetshi Perricard vs Fonseca match?,active,binary,0.53,0.88,0.55,0.02,0.45,0.98,0.47,0.12,11,8,10554.12,604.0
2025-10-21T04:05:09.072728Z,KXATPMATCH-25OCT21MPEFON-FON,Will Joao Fonseca win the Mpetshi Perricard vs Fonseca match?,active,binary,0.45,0.88,0.48,0.02,0.52,0.98,0.55,0.12,10,7,10046.2,351.0
2025-10-21T04:05:09.230740Z,KXATPMATCH-25OCT21GIRSHA-GIR,Will Marcos Giron win the Giron vs Shapovalov match?,active,binary,0.39,0.88,0.42,0.02,0.58,0.98,0.61,0.12,9,8,9974.5,45.0
2025-10-21T04:05:09.397027Z,KXATPMATCH-25OCT21GIRSHA-SHA,Will Denis Shapovalov win the Giron vs Shapovalov match?,active,binary,0.58,0.88,0.61,0.02,0.39,0.98,0.42,0.12,9,8,9710.68,286.0
2025-10-21T04:05:09.573181Z,KXATPMATCH-25OCT21ETCBUD-BUD,Will Nicolai Budkov Kjaer win the Etcheverry vs Budkov Kjaer match?,active,binary,0.44,0.88,0.45,0.02,0.55,0.98,0.56,0.12,8,7,7327.69,0.0
2025-10-21T04:05:09.716142Z,KXATPMATCH-25OCT21ETCBUD-ETC,Will Tomas Martin Etcheverry win the Etcheverry vs Budkov Kjaer match?,active,binary,0.25,0.71,0.6,0.02,0.4,0.98,0.75,0.29,8,3,6798.64,0.0
2025-10-21T04:05:09.844202Z,KXDIDDYPUBLIC-25NOV01,"Will Sean Combs be seen in public before Nov 1, 2025?",active,binary,0.05,0.49,0.2,0.05,0.8,0.95,0.95,0.51,2,4,5574.97,0.0
2025-10-21T04:05:09.976277Z,KXMVENFLSINGLEGAME-S2025A53CD7C5BF5-91E81D0AB77,"yes C.J. Stroud: 175+,yes Cooper Kupp: 40+,yes Nick Chubb: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,5046.0
2025-10-21T04:05:10.114021Z,KXMVENFLMULTIGAMEEXTENDED-S2025E8FA18D6ACD-3C9DF7A096A,"yes Jaxon Smith-Njigba,yes Sam Darnold: 200+,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,4734.0
2025-10-21T04:05:10.249467Z,KXMVENFLSINGLEGAME-S2025B554168C63E-06F7BA5272C,"yes Nico Collins,yes C.J. Stroud: 175+,yes Sam Darnold: 200+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,4205.0
2025-10-21T04:05:10.407660Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-8556B027320,"yes Kenneth Walker III,yes Houston,yes C.J. Stroud: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,3333.0
2025-10-21T04:05:10.549979Z,KXMVENFLMULTIGAMEEXTENDED-S20256563B4CBEC7-8D53CA92335,"yes Kenneth Walker III,yes Sam Darnold: 200+,no Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2341.0
2025-10-21T04:05:10.685466Z,KXMVENFLSINGLEGAME-S202574C937ABD68-41199182A2A,"yes Nick Chubb,yes Nico Collins,yes Jaxon Smith-Njigba,yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Nick Chubb: 30+,yes Kenneth Walker III: 60+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2336.0
2025-10-21T04:05:10.826340Z,KXMVENFLSINGLEGAME-S20254E73C47780A-070F999AC77,"yes Nico Collins,yes Elijah Arroyo,yes Seattle wins by over 13.5 points,yes Over 38.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2309.0
2025-10-21T04:05:10.967244Z,KXMVENFLSINGLEGAME-S202524FB416FC08-1ED6D92FD20,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nick Chubb: 30+,yes Kenneth Walker III: 30+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2307.0
2025-10-21T04:05:11.106600Z,KXMVENFLSINGLEGAME-S2025EE78412CE4E-16B802B4424,"yes Kenneth Walker III,yes C.J. Stroud: 175+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Cooper Kupp: 40+,yes Woody Marks: 30+,yes Seattle wins by over 7.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2301.0
2025-10-21T04:05:11.229827Z,KXMVENFLSINGLEGAME-S2025570C142BA7D-728856ED0CA,"yes Jaxon Smith-Njigba,yes AJ Barner,yes Sam Darnold: 275+,yes Seattle wins by over 13.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2299.0
2025-10-21T04:05:11.360565Z,KXMVENFLSINGLEGAME-S2025FFC5A9D092D-1C8E4081083,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Dalton Schultz: 50+,yes Nico Collins: 50+,yes Woody Marks: 20+,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2247.0
2025-10-21T04:05:11.501300Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-7FE867E05D6,"yes Dalton Schultz,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2118.0
2025-10-21T04:05:11.632246Z,KXMVENFLSINGLEGAME-S202507FC354D68F-00B8FDA4978,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Cooper Kupp: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2061.0
2025-10-21T04:05:11.763400Z,KXMVENFLSINGLEGAME-S20258049DE0D74A-92589EC4C7E,"yes Dalton Schultz,yes Nico Collins,yes Elijah Arroyo,yes Dalton Schultz: 30+,yes Elijah Arroyo: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2061.0
2025-10-21T04:05:11.898864Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-5631E624C26,"yes Cooper Kupp,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2000.0
2025-10-21T04:05:12.030649Z,KXMVENFLSINGLEGAME-S20256BFDDA2AA7A-4D30198268E,"yes Nico Collins,yes AJ Barner,yes Elijah Arroyo,yes Seattle wins by over 12.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1851.0
2025-10-21T04:05:12.165596Z,KXMVENFLSINGLEGAME-S20252B2AE493072-C29303F68AB,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1851.0
2025-10-21T04:05:12.308418Z,KXMVENFLSINGLEGAME-S2025886BAF2331F-6F170C9E5B1,"yes Dalton Schultz,yes Houston,yes Nico Collins: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1798.0
2025-10-21T04:05:12.447462Z,KXMVENFLSINGLEGAME-S2025C279B5FDC79-1CE9D158617,"yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Over 28.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1711.0
2025-10-21T04:05:12.578007Z,KXMVENFLSINGLEGAME-S2025C34D118340A-1BF43B716A5,"yes Kenneth Walker III,yes Seattle,yes Sam Darnold: 225+,yes Jaxon Smith-Njigba: 80+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1667.0
2025-10-21T04:05:12.714706Z,KXMVENFLSINGLEGAME-S2025926372D681A-88C4CAF562A,"yes Cooper Kupp: 60+,yes Zach Charbonnet: 40+,no Seattle wins by over 14.5 points,no Over 43.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1617.0
2025-10-21T04:05:12.867642Z,KXMVENFLSINGLEGAME-S20255A53F1175B1-331B55128DF,"yes Nick Chubb,yes Seattle,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1538.0
2025-10-21T04:05:13.022920Z,KXMVENFLSINGLEGAME-S2025B90AE5D57D7-E726707EBCF,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Sam Darnold: 200+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 100+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1461.0
2025-10-21T04:05:13.159425Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-C5C885C96EE,"yes Seattle wins by over 14.5 points,no Over 41.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1430.0
2025-10-21T04:05:13.301260Z,KXMVENFLSINGLEGAME-S2025B338B479F29-A4E5810E14F,"yes Jaxon Smith-Njigba,yes Dalton Schultz,yes Nico Collins,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1333.0
2025-10-21T04:05:13.433214Z,KXMVENFLSINGLEGAME-S2025926372D681A-D0DF297EBF6,"yes Nico Collins: 80+,yes Nick Chubb: 30+,yes Seattle wins by over 7.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1295.0
2025-10-21T04:05:13.571844Z,KXMVENFLSINGLEGAME-S202564BAAAC20ED-71D046A537B,"yes Jaxon Smith-Njigba,yes Cooper Kupp: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1294.0
2025-10-21T04:05:13.706343Z,KXMVENFLMULTIGAMEEXTENDED-S20251B4141F0F02-C26AF7B63FE,"yes Nico Collins,yes Houston",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1274.0
2025-10-21T04:05:13.836638Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-ED2AFE01F13,"yes Seattle wins by over 13.5 points,no Over 45.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1182.0
2025-10-21T04:05:13.970265Z,KXMVENFLSINGLEGAME-S202525349872D8B-5CA55D0F26D,"yes Nico Collins: 50+,yes Cooper Kupp: 50+,yes Elijah Arroyo: 40+,yes Tory Horton: 10+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1177.0
2025-10-21T04:05:14.103101Z,KXMVENFLSINGLEGAME-S202561858BB86F6-41095AF316C,"yes Sam Darnold: 250+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 80+,yes Woody Marks: 20+,yes Zach Charbonnet: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1173.0
2025-10-21T04:05:14.239775Z,KXMVENFLSINGLEGAME-S2025C15B9585F8E-033108169CD,"yes Dalton Schultz: 30+,yes Zach Charbonnet: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1034.0
2025-10-21T04:05:14.374477Z,KXMVENFLSINGLEGAME-S2025ED59EFC8675-FF3AB37EE62,"yes Nico Collins: 70+,yes AJ Barner: 10+,yes Cooper Kupp: 60+,yes Elijah Arroyo: 40+,yes Jaxon Smith-Njigba: 90+,yes Nick Chubb: 20+,yes Zach Charbonnet: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,934.0
2025-10-21T04:05:14.510869Z,KXMVENFLSINGLEGAME-S2025F8B2F43D386-C24DEEE9E3A,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,no Over 49.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,934.0
2025-10-21T04:05:14.646289Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-4C5DAE016E0,"no Seattle wins by over 14.5 points,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,853.0
2025-10-21T04:05:14.791566Z,KXMVENFLSINGLEGAME-S202544747F6E32B-821A9403644,"yes AJ Barner,yes Kenneth Walker III,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,847.0
2025-10-21T04:05:14.921074Z,KXMVENFLSINGLEGAME-S2025984C39B2928-6A8632C67D8,"yes Nick Chubb,yes Kenneth Walker III,yes Sam Darnold: 200+,yes Nick Chubb: 40+,yes Kenneth Walker III: 60+,yes Seattle wins by over 5.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,847.0
2025-10-21T04:05:15.059100Z,KXMVENFLSINGLEGAME-S2025A374ADB592D-68F67129D1B,"yes Nico Collins,no Seattle wins by over 10.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,830.0
2025-10-21T04:05:15.190916Z,KXMVENFLSINGLEGAME-S20254C39FD9B562-BB1EA2414A3,"yes Nick Chubb,yes Sam Darnold: 250+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,769.0
2025-10-21T04:05:15.323006Z,KXMVENFLSINGLEGAME-S2025C2A2EB2860D-34570A53399,"yes Cooper Kupp,yes Elijah Arroyo,yes Sam Darnold: 275+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,769.0
2025-10-21T04:05:15.455998Z,KXMVENFLSINGLEGAME-S2025185BF0B071C-0C9C7877ED7,"yes Cooper Kupp,yes Seattle,no Over 44.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,756.0
2025-10-21T04:05:38.923885Z,KXATPMATCH-25OCT21NORRUB-RUB,Will Andrey Rublev win the Norrie vs Rublev match?,active,binary,0.63,0.88,0.64,0.02,0.36,0.98,0.37,0.12,13,9,20416.41,613.0
2025-10-21T04:05:39.048152Z,KXATPMATCH-25OCT21NORRUB-NOR,Will Cameron Norrie win the Norrie vs Rublev match?,active,binary,0.36,0.88,0.37,0.02,0.63,0.98,0.64,0.12,13,11,17905.21,362.0
2025-10-21T04:05:39.178984Z,KXATPMATCH-25OCT21MPEFON-MPE,Will Giovanni Mpetshi Perricard win the Mpetshi Perricard vs Fonseca match?,active,binary,0.53,0.88,0.55,0.02,0.45,0.98,0.47,0.12,11,8,10554.12,604.0
2025-10-21T04:05:39.318551Z,KXATPMATCH-25OCT21MPEFON-FON,Will Joao Fonseca win the Mpetshi Perricard vs Fonseca match?,active,binary,0.45,0.88,0.48,0.02,0.52,0.98,0.55,0.12,10,7,10046.2,351.0
2025-10-21T04:05:39.453537Z,KXATPMATCH-25OCT21GIRSHA-GIR,Will Marcos Giron win the Giron vs Shapovalov match?,active,binary,0.39,0.88,0.42,0.02,0.58,0.98,0.61,0.12,9,8,9974.5,45.0
2025-10-21T04:05:39.586509Z,KXATPMATCH-25OCT21GIRSHA-SHA,Will Denis Shapovalov win the Giron vs Shapovalov match?,active,binary,0.58,0.88,0.61,0.02,0.39,0.98,0.42,0.12,9,8,9710.68,286.0
2025-10-21T04:05:39.721610Z,KXATPMATCH-25OCT21ETCBUD-BUD,Will Nicolai Budkov Kjaer win the Etcheverry vs Budkov Kjaer match?,active,binary,0.44,0.88,0.45,0.02,0.55,0.98,0.56,0.12,8,7,7327.69,0.0
2025-10-21T04:05:39.856425Z,KXATPMATCH-25OCT21ETCBUD-ETC,Will Tomas Martin Etcheverry win the Etcheverry vs Budkov Kjaer match?,active,binary,0.25,0.71,0.6,0.02,0.4,0.98,0.75,0.29,8,3,6798.64,0.0
2025-10-21T04:05:39.987969Z,KXDIDDYPUBLIC-25NOV01,"Will Sean Combs be seen in public before Nov 1, 2025?",active,binary,0.05,0.49,0.2,0.05,0.8,0.95,0.95,0.51,2,4,5574.97,0.0
2025-10-21T04:05:40.124616Z,KXMVENFLSINGLEGAME-S2025A53CD7C5BF5-91E81D0AB77,"yes C.J. Stroud: 175+,yes Cooper Kupp: 40+,yes Nick Chubb: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,5046.0
2025-10-21T04:05:40.262110Z,KXMVENFLMULTIGAMEEXTENDED-S2025E8FA18D6ACD-3C9DF7A096A,"yes Jaxon Smith-Njigba,yes Sam Darnold: 200+,yes Seattle wins by over 6.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,4734.0
2025-10-21T04:05:40.400297Z,KXMVENFLSINGLEGAME-S2025B554168C63E-06F7BA5272C,"yes Nico Collins,yes C.J. Stroud: 175+,yes Sam Darnold: 200+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,4205.0
2025-10-21T04:05:40.529080Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-8556B027320,"yes Kenneth Walker III,yes Houston,yes C.J. Stroud: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,3333.0
2025-10-21T04:05:40.663989Z,KXMVENFLMULTIGAMEEXTENDED-S20256563B4CBEC7-8D53CA92335,"yes Kenneth Walker III,yes Sam Darnold: 200+,no Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2341.0
2025-10-21T04:05:40.801746Z,KXMVENFLSINGLEGAME-S202574C937ABD68-41199182A2A,"yes Nick Chubb,yes Nico Collins,yes Jaxon Smith-Njigba,yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Nick Chubb: 30+,yes Kenneth Walker III: 60+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2336.0
2025-10-21T04:05:40.942805Z,KXMVENFLSINGLEGAME-S20254E73C47780A-070F999AC77,"yes Nico Collins,yes Elijah Arroyo,yes Seattle wins by over 13.5 points,yes Over 38.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2309.0
2025-10-21T04:05:41.077710Z,KXMVENFLSINGLEGAME-S202524FB416FC08-1ED6D92FD20,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nick Chubb: 30+,yes Kenneth Walker III: 30+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2307.0
2025-10-21T04:05:41.222724Z,KXMVENFLSINGLEGAME-S2025EE78412CE4E-16B802B4424,"yes Kenneth Walker III,yes C.J. Stroud: 175+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Cooper Kupp: 40+,yes Woody Marks: 30+,yes Seattle wins by over 7.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2301.0
2025-10-21T04:05:41.367869Z,KXMVENFLSINGLEGAME-S2025570C142BA7D-728856ED0CA,"yes Jaxon Smith-Njigba,yes AJ Barner,yes Sam Darnold: 275+,yes Seattle wins by over 13.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2299.0
2025-10-21T04:05:41.505111Z,KXMVENFLSINGLEGAME-S2025FFC5A9D092D-1C8E4081083,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Dalton Schultz: 50+,yes Nico Collins: 50+,yes Woody Marks: 20+,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2247.0
2025-10-21T04:05:41.637541Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-7FE867E05D6,"yes Dalton Schultz,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2118.0
2025-10-21T04:05:41.776707Z,KXMVENFLSINGLEGAME-S202507FC354D68F-00B8FDA4978,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Cooper Kupp: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2061.0
2025-10-21T04:05:41.914742Z,KXMVENFLSINGLEGAME-S20258049DE0D74A-92589EC4C7E,"yes Dalton Schultz,yes Nico Collins,yes Elijah Arroyo,yes Dalton Schultz: 30+,yes Elijah Arroyo: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2061.0
2025-10-21T04:05:42.046308Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-5631E624C26,"yes Cooper Kupp,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2000.0
2025-10-21T04:05:42.181643Z,KXMVENFLSINGLEGAME-S20256BFDDA2AA7A-4D30198268E,"yes Nico Collins,yes AJ Barner,yes Elijah Arroyo,yes Seattle wins by over 12.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1851.0
2025-10-21T04:05:42.318151Z,KXMVENFLSINGLEGAME-S20252B2AE493072-C29303F68AB,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1851.0
2025-10-21T04:05:42.456746Z,KXMVENFLSINGLEGAME-S2025886BAF2331F-6F170C9E5B1,"yes Dalton Schultz,yes Houston,yes Nico Collins: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1798.0
2025-10-21T04:05:42.604761Z,KXMVENFLSINGLEGAME-S2025C279B5FDC79-1CE9D158617,"yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Over 28.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1711.0
2025-10-21T04:05:42.744544Z,KXMVENFLSINGLEGAME-S2025C34D118340A-1BF43B716A5,"yes Kenneth Walker III,yes Seattle,yes Sam Darnold: 225+,yes Jaxon Smith-Njigba: 80+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1667.0
2025-10-21T04:05:42.879791Z,KXMVENFLSINGLEGAME-S2025926372D681A-88C4CAF562A,"yes Cooper Kupp: 60+,yes Zach Charbonnet: 40+,no Seattle wins by over 14.5 points,no Over 43.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1617.0
2025-10-21T04:05:43.020577Z,KXMVENFLSINGLEGAME-S20255A53F1175B1-331B55128DF,"yes Nick Chubb,yes Seattle,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1538.0
2025-10-21T04:05:43.148202Z,KXMVENFLSINGLEGAME-S2025B90AE5D57D7-E726707EBCF,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Sam Darnold: 200+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 100+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1461.0
2025-10-21T04:05:43.286408Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-C5C885C96EE,"yes Seattle wins by over 14.5 points,no Over 41.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1430.0
