timestamp,ticker,title,status,market_type,yes_bid,yes_bid2,yes_ask,yes_ask2,no_bid,no_bid2,no_ask,no_ask2,yes_depth,no_depth,liquidity_dollars,volume_24h
2025-10-21T04:04:39.780598Z,KXMVENFLSINGLEGAME-S202574C937ABD68-41199182A2A,"yes Nick Chubb,yes Nico Collins,yes Jaxon Smith-Njigba,yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Nick Chubb: 30+,yes Kenneth Walker III: 60+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2336.0
2025-10-21T04:04:39.931141Z,KXMVENFLSINGLEGAME-S20254E73C47780A-070F999AC77,"yes Nico Collins,yes Elijah Arroyo,yes Seattle wins by over 13.5 points,yes Over 38.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2309.0
2025-10-21T04:04:40.081906Z,KXMVENFLSINGLEGAME-S202524FB416FC08-1ED6D92FD20,"yes Dalton Schultz,yes Houston,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Nick Chubb: 30+,yes Kenneth Walker III: 30+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2307.0
2025-10-21T04:04:40.229160Z,KXMVENFLSINGLEGAME-S2025EE78412CE4E-16B802B4424,"yes Kenneth Walker III,yes C.J. Stroud: 175+,yes Sam Darnold: 200+,yes Nico Collins: 50+,yes Cooper Kupp: 40+,yes Woody Marks: 30+,yes Seattle wins by over 7.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2301.0
2025-10-21T04:04:40.367063Z,KXMVENFLSINGLEGAME-S2025570C142BA7D-728856ED0CA,"yes Jaxon Smith-Njigba,yes AJ Barner,yes Sam Darnold: 275+,yes Seattle wins by over 13.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2299.0
2025-10-21T04:04:40.511803Z,KXMVENFLSINGLEGAME-S2025FFC5A9D092D-1C8E4081083,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Dalton Schultz: 50+,yes Nico Collins: 50+,yes Woody Marks: 20+,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2247.0
2025-10-21T04:04:40.652022Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-7FE867E05D6,"yes Dalton Schultz,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2118.0
2025-10-21T04:04:40.793147Z,KXMVENFLSINGLEGAME-S202507FC354D68F-00B8FDA4978,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Cooper Kupp: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2061.0
2025-10-21T04:04:40.948766Z,KXMVENFLSINGLEGAME-S20258049DE0D74A-92589EC4C7E,"yes Dalton Schultz,yes Nico Collins,yes Elijah Arroyo,yes Dalton Schultz: 30+,yes Elijah Arroyo: 40+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2061.0
2025-10-21T04:04:41.087664Z,KXMVENFLSINGLEGAME-S2025FD2CB50955F-5631E624C26,"yes Cooper Kupp,yes Houston,yes Sam Darnold: 175+,no Over 52.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,2000.0
2025-10-21T04:04:41.224851Z,KXMVENFLSINGLEGAME-S20256BFDDA2AA7A-4D30198268E,"yes Nico Collins,yes AJ Barner,yes Elijah Arroyo,yes Seattle wins by over 12.5 points",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1851.0
2025-10-21T04:04:41.370091Z,KXMVENFLSINGLEGAME-S20252B2AE493072-C29303F68AB,"yes C.J. Stroud,yes Nico Collins,yes Cooper Kupp,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1851.0
2025-10-21T04:04:41.527434Z,KXMVENFLSINGLEGAME-S2025886BAF2331F-6F170C9E5B1,"yes Dalton Schultz,yes Houston,yes Nico Collins: 50+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1798.0
2025-10-21T04:04:41.671358Z,KXMVENFLSINGLEGAME-S2025C279B5FDC79-1CE9D158617,"yes Seattle,yes C.J. Stroud: 200+,yes Sam Darnold: 200+,yes Over 28.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1711.0
2025-10-21T04:04:41.818100Z,KXMVENFLSINGLEGAME-S2025C34D118340A-1BF43B716A5,"yes Kenneth Walker III,yes Seattle,yes Sam Darnold: 225+,yes Jaxon Smith-Njigba: 80+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1667.0
2025-10-21T04:04:41.962030Z,KXMVENFLSINGLEGAME-S2025926372D681A-88C4CAF562A,"yes Cooper Kupp: 60+,yes Zach Charbonnet: 40+,no Seattle wins by over 14.5 points,no Over 43.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1617.0
2025-10-21T04:04:42.112137Z,KXMVENFLSINGLEGAME-S20255A53F1175B1-331B55128DF,"yes Nick Chubb,yes Seattle,yes Over 40.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1538.0
2025-10-21T04:04:42.290713Z,KXMVENFLSINGLEGAME-S2025B90AE5D57D7-E726707EBCF,"yes Jaxon Smith-Njigba,yes Nico Collins,yes Sam Darnold: 200+,yes Cooper Kupp: 40+,yes Jaxon Smith-Njigba: 100+",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1461.0
2025-10-21T04:04:42.433774Z,KXMVENFLSINGLEGAME-S20259CCA6B636B7-C5C885C96EE,"yes Seattle wins by over 14.5 points,no Over 41.5 points scored",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1430.0
2025-10-21T04:04:42.570242Z,KXMVENFLSINGLEGAME-S2025B338B479F29-A4E5810E14F,"yes Jaxon Smith-Njigba,yes Dalton Schultz,yes Nico Collins,yes Kenneth Walker III",active,binary,0.0,,1.0,,0.0,,1.0,,0,0,0.0,1333.0
