timestamp,ticker,title,status,market_type,yes_bid,yes_bid2,yes_ask,yes_ask2,no_bid,no_bid2,no_ask,no_ask2,yes_spread,no_spread,yes_depth,no_depth,liquidity_dollars,volume_24h
2025-10-31T22:37:34.663426Z,KXNFLGAME-25NOV02KCBUF-BUF,Kansas City at Buffalo Winner?,active,binary,0.46,0.98,0.47,0.02,0.53,0.98,0.54,0.02,0.01,0.01,44,48,8260164.82,32169.0
2025-10-31T22:37:34.748488Z,KXNFLGAME-25NOV02KCBUF-KC,Kansas City at Buffalo Winner?,active,binary,0.54,0.98,0.55,0.02,0.45,0.98,0.46,0.02,0.01,0.01,51,40,7636685.1,84923.0
2025-10-31T22:37:34.836190Z,KXNFLGAME-25NOV02LACTEN-LAC,Los Angeles C at Tennessee Winner?,active,binary,0.81,0.98,0.82,0.02,0.18,0.98,0.19,0.02,0.01,0.01,81,18,6178278.88,36869.0
2025-10-31T22:37:34.931216Z,KXNFLGAME-25NOV02CARGB-GB,Carolina at Green Bay Winner?,active,binary,0.87,0.98,0.88,0.02,0.12,0.98,0.13,0.02,0.01,0.01,85,12,5851707.13,17393.0
2025-10-31T22:37:35.025065Z,KXNFLGAME-25NOV02NOLA-LA,New Orleans at Los Angeles R Winner?,active,binary,0.89,0.98,0.9,0.02,0.1,0.98,0.11,0.02,0.01,0.01,84,10,5802310.79,12494.0
2025-10-31T22:37:35.109985Z,KXNFLGAME-25NOV02MINDET-DET,Minnesota at Detroit Winner?,active,binary,0.8,0.98,0.81,0.02,0.19,0.98,0.2,0.02,0.01,0.01,76,19,4709544.24,60488.0
2025-10-31T22:37:35.206766Z,KXNFLGAME-25NOV03ARIDAL-DAL,Arizona at Dallas Winner?,active,binary,0.58,0.98,0.59,0.02,0.41,0.98,0.42,0.02,0.01,0.01,55,37,4307625.51,31515.0
2025-10-31T22:37:35.292569Z,KXNFLGAME-25NOV02JACLV-JAC,Jacksonville at Las Vegas Winner?,active,binary,0.57,0.98,0.58,0.02,0.42,0.98,0.43,0.02,0.01,0.01,54,38,3869758.68,31367.0
2025-10-31T22:37:35.418538Z,KXNFLGAME-25NOV03ARIDAL-ARI,Arizona at Dallas Winner?,active,binary,0.41,0.98,0.42,0.02,0.58,0.98,0.59,0.02,0.01,0.01,39,52,3616825.6,5272.0
2025-10-31T22:37:35.503294Z,KXNFLGAME-25NOV02INDPIT-IND,Indianapolis at Pittsburgh Winner?,active,binary,0.61,0.98,0.62,0.02,0.38,0.98,0.39,0.02,0.01,0.01,57,33,3549442.09,187173.0
2025-10-31T22:37:35.583891Z,KXNFLGAME-25NOV02DENHOU-DEN,Denver at Houston Winner?,active,binary,0.46,0.98,0.47,0.02,0.53,0.98,0.54,0.02,0.01,0.01,44,45,3543882.14,256586.0
2025-10-31T22:37:35.662520Z,KXNFLGAME-25NOV02SEAWAS-SEA,Seattle at Washington Winner?,active,binary,0.6,0.98,0.61,0.02,0.39,0.98,0.4,0.02,0.01,0.01,54,35,3104133.02,64986.0
2025-10-31T22:37:35.743203Z,KXNFLGAME-25NOV02LACTEN-TEN,Los Angeles C at Tennessee Winner?,active,binary,0.18,0.98,0.19,0.02,0.81,0.98,0.82,0.02,0.01,0.01,18,70,3054623.73,11486.0
2025-10-31T22:37:35.830944Z,KXNFLGAME-25NOV02SEAWAS-WAS,Seattle at Washington Winner?,active,binary,0.39,0.98,0.4,0.02,0.6,0.98,0.61,0.02,0.01,0.01,38,51,3046692.88,61665.0
2025-10-31T22:37:35.916911Z,KXNFLGAME-25NOV02JACLV-LV,Jacksonville at Las Vegas Winner?,active,binary,0.43,0.98,0.44,0.02,0.56,0.98,0.57,0.02,0.01,0.01,40,49,3000505.46,19494.0
2025-10-31T22:37:35.995491Z,KXNFLGAME-25NOV02MINDET-MIN,Minnesota at Detroit Winner?,active,binary,0.2,0.98,0.21,0.02,0.79,0.98,0.8,0.02,0.01,0.01,20,71,2952916.0,19140.0
2025-10-31T22:37:36.081120Z,KXNFLGAME-25NOV02SFNYG-NYG,San Francisco at New York G Winner?,active,binary,0.43,0.98,0.44,0.02,0.56,0.98,0.57,0.02,0.01,0.01,41,45,2816546.71,62686.0
2025-10-31T22:37:36.162935Z,KXNFLGAME-25NOV02CARGB-CAR,Carolina at Green Bay Winner?,active,binary,0.12,0.98,0.13,0.02,0.87,0.98,0.88,0.02,0.01,0.01,12,84,2788076.37,187846.0
2025-10-31T22:37:36.243735Z,KXNFLGAME-25NOV02SFNYG-SF,San Francisco at New York G Winner?,active,binary,0.56,0.98,0.57,0.02,0.43,0.98,0.44,0.02,0.01,0.01,54,40,2720189.44,157228.0
2025-10-31T22:37:36.328353Z,KXNFLGAME-25NOV02NOLA-NO,New Orleans at Los Angeles R Winner?,active,binary,0.11,0.98,0.12,0.02,0.88,0.98,0.89,0.02,0.01,0.01,11,84,2664500.43,38392.0
2025-10-31T22:37:36.417963Z,KXNFLGAME-25NOV02ATLNE-NE,Atlanta at New England Winner?,active,binary,0.69,0.98,0.7,0.02,0.3,0.98,0.31,0.02,0.01,0.01,67,27,2587015.49,54447.0
2025-10-31T22:37:36.520255Z,KXNFLGAME-25NOV02CHICIN-CIN,Chicago at Cincinnati Winner?,active,binary,0.41,0.98,0.42,0.02,0.58,0.98,0.59,0.02,0.01,0.01,41,47,2521335.78,12108.0
2025-10-31T22:37:36.612374Z,KXNFLGAME-25NOV02CHICIN-CHI,Chicago at Cincinnati Winner?,active,binary,0.58,0.98,0.59,0.02,0.41,0.98,0.42,0.02,0.01,0.01,53,39,2518476.6,65531.0
2025-10-31T22:37:36.697235Z,KXNFLGAME-25NOV02ATLNE-ATL,Atlanta at New England Winner?,active,binary,0.31,0.98,0.32,0.02,0.68,0.98,0.69,0.02,0.01,0.01,31,64,2500246.11,30170.0
2025-10-31T22:37:36.784179Z,KXNFLGAME-25NOV02INDPIT-PIT,Indianapolis at Pittsburgh Winner?,active,binary,0.39,0.98,0.4,0.02,0.6,0.98,0.61,0.02,0.01,0.01,37,52,2433237.84,22901.0
2025-10-31T22:37:36.870269Z,KXNFLGAME-25NOV02DENHOU-HOU,Denver at Houston Winner?,active,binary,0.53,0.98,0.54,0.02,0.46,0.98,0.47,0.02,0.01,0.01,49,41,2316291.42,25257.0
2025-10-31T22:37:36.960868Z,KXNBAGAME-25OCT31NOPLAC-LAC,New Orleans vs Los Angeles C Winner?,active,binary,0.82,0.98,0.83,0.02,0.17,0.98,0.18,0.02,0.01,0.01,42,12,998268.71,61754.0
2025-10-31T22:37:37.055209Z,KXNBAGAME-25OCT31BOSPHI-PHI,Boston vs Philadelphia Winner?,active,binary,0.48,0.98,0.49,0.02,0.51,0.98,0.52,0.02,0.01,0.01,33,23,606089.58,1361108.0
2025-10-31T22:37:37.165272Z,KXNBAGAME-25OCT31ATLIND-ATL,Atlanta vs Indiana Winner?,active,binary,0.54,0.98,0.55,0.02,0.45,0.98,0.46,0.02,0.01,0.01,33,16,600670.3,408105.0
2025-10-31T22:37:37.252599Z,KXNBAGAME-25OCT31UTAPHX-UTA,Utah vs Phoenix Winner?,active,binary,0.41,0.98,0.42,0.02,0.58,0.98,0.59,0.02,0.01,0.01,32,20,581911.43,79718.0
