created_time,last_update_time,ticker,side,action,price,num_contracts,num_filled,status,client_order_id
2025-12-15T17:59:14.220706Z,2025-12-15T17:59:14.220706Z,KXNCAAMBGAME-25DEC15ETAMSELA-ETAM,yes,buy,34,19,0,resting,4f8a5208-d2c1-4b39-83a4-0fe769758153
