timestamp,orderbook.no,orderbook.no_dollars,orderbook.yes,orderbook.yes_dollars
2025-10-18T17:09:32.687646Z,,,,
2025-10-18T17:09:47.839122Z,,,,
2025-10-18T17:10:02.972626Z,,,,
2025-10-18T17:10:18.079330Z,,,,
2025-10-18T17:10:33.174395Z,,,,
